0,185.6
10,183.88
20,182.16
30,180.46
40,178.77
50,177.09
60,175.42
70,173.76
80,172.11
90,170.46
100,168.83
110,167.2
120,165.58
130,163.97
140,162.36
150,160.76
160,159.17
170,157.58
180,156
190,154.43
200,152.86
210,151.29
220,149.73
230,148.18
240,146.63
250,145.08
260,143.54
270,142
280,140.47
290,138.94
300,137.41
310,135.88
320,134.36
330,132.84
340,131.32
350,129.8
360,128.28
370,126.77
380,125.25
390,123.74
400,122.22
410,120.71
420,119.2
430,117.68
440,116.17
450,114.65
460,113.13
470,111.61
480,110.09
490,108.57
500,107.04
510,105.51
520,103.98
530,102.44
540,100.89
550,99.344
560,97.79
570,96.23
580,94.662
590,93.088
600,91.505
610,89.913
620,88.312
630,86.701
640,85.078
650,83.444
660,81.796
670,80.134
680,78.457
690,76.763
700,75.05
710,73.319
720,71.566
730,69.789
740,67.987
750,66.158
760,64.298
770,62.404
780,60.474
790,58.502
800,56.485
810,54.416
820,52.29
830,50.099
840,47.833
850,45.481
860,43.029
870,40.457
880,37.741
890,34.846
900,31.724
910,28.299
920,24.44
930,19.901
940,14.033
950,0
