0,505.99
10,504.02
20,502.03
30,500.05
40,498.06
50,496.05
60,494.05
70,492.03
80,490.01
90,487.98
100,485.94
110,483.91
120,481.85
130,479.79
140,477.73
150,475.65
160,473.58
170,471.48
180,469.39
190,467.28
200,465.16
210,463.04
220,460.91
230,458.78
240,456.62
250,454.47
260,452.3
270,450.12
280,447.94
290,445.74
300,443.54
310,441.33
320,439.11
330,436.87
340,434.63
350,432.37
360,430.11
370,427.83
380,425.55
390,423.25
400,420.94
410,418.62
420,416.29
430,413.95
440,411.59
450,409.23
460,406.84
470,404.45
480,402.05
490,399.63
500,397.2
510,394.76
520,392.29
530,389.82
540,387.33
550,384.83
560,382.32
570,379.78
580,377.24
590,374.67
600,372.1
610,369.5
620,366.89
630,364.25
640,361.62
650,359.04
660,356.49
670,354.01
680,351.57
690,349.17
700,346.83
710,344.51
720,342.25
730,340.01
740,337.82
750,335.66
760,333.52
770,331.43
780,329.35
790,327.31
800,325.3
810,323.3
820,321.35
830,319.41
840,317.49
850,315.6
860,313.72
870,311.87
880,310.05
890,308.23
900,306.44
910,304.67
920,302.91
930,301.17
940,299.45
950,297.74
960,296.06
970,294.38
980,292.72
990,291.08
1000,289.45
1010,287.83
1020,286.23
1030,284.64
1040,283.06
1050,281.5
1060,279.95
1070,278.41
1080,276.88
1090,275.36
1100,273.86
1110,272.36
1120,270.88
1130,269.4
1140,267.94
1150,266.49
1160,265.04
1170,263.61
1180,262.18
1190,260.76
1200,259.35
1210,257.96
1220,256.57
1230,255.18
1240,253.81
1250,252.44
1260,251.08
1270,249.73
1280,248.39
1290,247.05
1300,245.72
1310,244.4
1320,243.09
1330,241.78
1340,240.47
1350,239.18
1360,237.89
1370,236.6
1380,235.33
1390,234.06
1400,232.79
1410,231.53
1420,230.27
1430,229.02
1440,227.78
1450,226.54
1460,225.31
1470,224.08
1480,222.85
1490,221.63
1500,220.42
1510,219.2
1520,218
1530,216.8
1540,215.6
1550,214.4
1560,213.21
1570,212.03
1580,210.84
1590,209.66
1600,208.49
1610,207.32
1620,206.15
1630,204.98
1640,203.82
1650,202.66
1660,201.51
1670,200.35
1680,199.2
1690,198.05
1700,196.91
1710,195.77
1720,194.63
1730,193.49
1740,192.35
1750,191.22
1760,190.09
1770,188.96
1780,187.84
1790,186.71
1800,185.59
1810,184.47
1820,183.35
1830,182.23
1840,181.11
1850,180
1860,178.88
1870,177.77
1880,176.66
1890,175.55
1900,174.44
1910,173.34
1920,172.23
1930,171.12
1940,170.02
1950,168.91
1960,167.81
1970,166.71
1980,165.6
1990,164.5
2000,163.4
2010,162.29
2020,161.19
2030,160.09
2040,158.99
2050,157.89
2060,156.78
2070,155.68
2080,154.58
2090,153.47
2100,152.37
2110,151.27
2120,150.16
2130,149.05
2140,147.95
2150,146.84
2160,145.73
2170,144.62
2180,143.51
2190,142.39
2200,141.28
2210,140.16
2220,139.04
2230,137.92
2240,136.8
2250,135.68
2260,134.55
2270,133.42
2280,132.29
2290,131.16
2300,130.02
2310,128.89
2320,127.74
2330,126.6
2340,125.45
2350,124.3
2360,123.14
2370,121.99
2380,120.82
2390,119.66
2400,118.49
2410,117.31
2420,116.13
2430,114.95
2440,113.76
2450,112.56
2460,111.36
2470,110.15
2480,108.94
2490,107.72
2500,106.5
2510,105.27
2520,104.03
2530,102.78
2540,101.53
2550,100.27
2560,98.996
2570,97.717
2580,96.429
2590,95.131
2600,93.823
2610,92.504
2620,91.174
2630,89.832
2640,88.478
2650,87.112
2660,85.731
2670,84.336
2680,82.926
2690,81.5
2700,80.057
2710,78.597
2720,77.117
2730,75.617
2740,74.096
2750,72.551
2760,70.982
2770,69.387
2780,67.764
2790,66.111
2800,64.425
2810,62.704
2820,60.944
2830,59.143
2840,57.295
2850,55.397
2860,53.442
2870,51.425
2880,49.338
2890,47.17
2900,44.912
2910,42.546
2920,40.056
2930,37.416
2940,34.592
2950,31.533
2960,28.164
2970,24.355
2980,19.856
2990,14.019
3000,0
