timestamp,sensorId,pressure8433701360,1,0.125865936
8433701888,2,62.7808571
8433702440,3,63.0050125
8433721320,1,0.121354833
8433721872,2,62.77528
8433722424,3,62.9966545
8433741328,1,0.121998616
8433741864,2,62.7735443
8433742416,3,63.0008926
8433761820,1,0.123309448
8433762364,2,62.7848969
8433762908,3,62.9983063
8433781340,1,0.121402569
8433781876,2,62.7884674
8433782436,3,63.0076904
8433801360,1,0.128125548
8433801888,2,62.7865829
8433802436,3,63.0058975
8433821348,1,0.127535328
8433821896,2,62.7848015
8433822456,3,63.0161324
8433841340,1,0.127130195
8433841868,2,62.7903786
8433842424,3,63.0141296
8433862432,1,0.12578328
8433863524,2,62.787365
8433864072,3,63.0104599
8433881328,1,0.12283913
8433881860,2,62.7799492
8433882416,3,63.0012283
8433901336,1,0.125342056
8433901872,2,62.7784576
8433902420,3,63.0052338
8433921328,1,0.123291984
8433921872,2,62.792881
8433922428,3,63.0000305
8433941332,1,0.119709887
8433941852,2,62.7883987
8433942412,3,63.0126953
8433962420,1,0.123477086
8433963524,2,62.7823792
8433964080,3,62.9968185
8433981372,1,0.123786755
8433981908,2,62.7882957
8433982476,3,63.004734
8434001372,1,0.122516662
8434001904,2,62.7885399
8434002464,3,63.0041161
8434021324,1,0.122302458
8434021880,2,62.7901802
8434022440,3,63.0014038
8434041356,1,0.12581937
8434041880,2,62.7880402
8434042436,3,63.0145378
8434062436,1,0.125443339
8434063528,2,62.7889099
8434064080,3,63.0055122
8434081340,1,0.125651732
8434081872,2,62.7946281
8434082420,3,62.9957008
8434101344,1,0.125014931
8434101872,2,62.7911949
8434102428,3,63.0042686
8434121320,1,0.124543451
8434121868,2,62.7977371
8434122412,3,62.9996223
8434141348,1,0.126152307
8434141880,2,62.7960472
8434142428,3,63.0103569
8434162440,1,0.125550449
8434163532,2,62.7913437
8434164084,3,63.0025444
8434181344,1,0.125800744
8434181880,2,62.7901802
8434182436,3,62.9987831
8434201356,1,0.123941585
8434201880,2,62.7908211
8434202432,3,63.0012665
8434221340,1,0.126921818
8434221884,2,62.7964211
8434222440,3,63.0021973
8434241360,1,0.125865936
8434241892,2,62.7896576
8434242448,3,63.0008087
8434262424,1,0.123995133
8434263520,2,62.7908211
8434264072,3,63.020031
8434281340,1,0.12606965
8434281868,2,62.796711
8434282412,3,63.0103569
8434301344,1,0.128548145
8434301872,2,62.7997017
8434302416,3,63.008564
8434321332,1,0.124394439
8434321884,2,62.8029404
8434322440,3,63.0120544
8434341344,1,0.127995163
8434341884,2,62.7972603
8434342436,3,63.0188675
8434362440,1,0.126610994
8434363536,2,62.7939529
8434364088,3,63.0054092
8434381344,1,0.124524824
8434381868,2,62.798748
8434382420,3,62.9996452
8434401340,1,0.122493379
8434401872,2,62.7907867
8434402420,3,63.0035477
8434421328,1,0.123851947
8434421868,2,62.7869072
8434422412,3,62.9951744
8434441352,1,0.124555096
8434441880,2,62.7933807
8434442424,3,63.0175972
8434462452,1,0.124865919
8434463540,2,62.7905655
8434464092,3,63.0179253
8434481348,1,0.1273444
8434481880,2,62.7993202
8434482424,3,63.0145378
8434501356,1,0.127947435
8434501892,2,62.7882118
8434502444,3,63.0103455
8434521320,1,0.126146495
8434521864,2,62.7997513
8434522420,3,63.0121384
8434541344,1,0.125133678
8434541864,2,62.80159
8434542412,3,63.0135803
8434562424,1,0.124870576
8434563512,2,62.8046379
8434564064,3,63.0057831
8434581340,1,0.12526989
8434581872,2,62.7948036
8434582408,3,63.0188217
8434601344,1,0.128035918
8434601876,2,62.79599
8434602424,3,63.02145
8434621324,1,0.12698701
8434621872,2,62.798214
8434622420,3,63.0193443
8434641352,1,0.127445683
8434641880,2,62.8080025
8434642428,3,63.0069351
8434662456,1,0.126421228
8434663544,2,62.8053627
8434664104,3,63.011219
8434681376,1,0.125407249
8434681912,2,62.802742
8434682460,3,63.025341
8434701360,1,0.127779797
8434701892,2,62.8023682
8434702440,3,63.0192146
8434721332,1,0.122713402
8434721872,2,62.8078041
8434722428,3,63.0138016
8434741340,1,0.125896201
8434741868,2,62.8133812
8434742416,3,63.0233612
8434761828,1,0.127798423
8434762384,2,62.7968864
