Z,Vz
944.143829309707,267.033308834361
949.739213950982,267.815224529649
954.607896989672,267.396873770192
959.323990588156,266.972340820669
964.642892081877,266.613744707637
969.797057026061,266.243594944017
975.299894915225,265.913400772374
980.123667557248,266.184752285399
984.808896520356,266.361775416692
989.951055558181,266.513844620896
994.942827819506,266.57069440951
1000.44221101802,266.608509904703
1005.12190666132,266.465193672545
1009.65815824927,266.222155565964
1015.15290326505,266.030692236553
1020.47950605878,265.740096372786
1025.83163024033,265.391014030997
1030.82486054959,264.998279815468
1035.65963140687,264.580692581593
1041.24228174324,264.279844296988
1046.65095285706,263.953883125381
1052.16439055319,263.646546649336
1057.23002708901,263.236038216129
1062.1333691433,262.770989803552
1067.55581192326,262.371454476991
1072.80540979144,261.94359565964
1078.20149387979,261.571628265961
1083.10933215749,261.081340805707
1087.85616363881,260.532765034522
1093.0977898689,260.060274916503
1098.16855324496,259.536302734556
1103.65781586109,259.093901715883
1108.38165494711,258.469849838494
1112.9453358111,257.798423730224
1117.8926215078,257.207426685951
1122.67325628761,256.575257650797
1128.35405783404,256.157490374138
1132.78361246479,255.444012744005
1137.05785284533,254.692639067854
1142.24517950329,254.189139404306
1147.25863089274,253.646120027906
1152.48860323558,253.162935579395
1157.15533059422,252.533574854625
1161.65958421575,251.862830147904
1167.09408823761,251.449519536525
1172.34704519516,250.990811712715
1177.88345254087,250.617236894418
1182.77275136245,250.064295023064
1187.49243931429,249.466283142032
1192.22283184271,248.876603879289
1196.78675666557,248.240356545835
1201.99198528293,247.802828186906
1206.21217714944,247.064629647325
1210.27706071521,246.280659320608
1215.83418613291,245.972593854658
1221.20326140184,245.609087474955
1226.34004874519,245.17539332278
1231.34656671159,244.705373672168
1236.17713676616,244.18374907403
1241.73131305608,243.909529135341
1247.09559744054,243.576827668277
1252.42938624273,243.239021505141
1257.42219117613,242.784614955213
1262.23749104377,242.269958016059
1267.36226266203,241.867636477608
1272.30551644788,241.407310941609
1277.47960605945,241.034617595647
1282.06093366928,240.448530902061
1286.47301299161,239.804182684672
1291.21411935294,239.287719462976
1295.78147372922,238.711290056901
1300.83538298187,238.323600718505
1305.04919773887,237.634577676099
1309.10173968436,236.887902981818
1314.48266152585,236.659515389021
1319.67267986692,236.362146477609
1323.68852845656,235.607443567255
1328.53710472076,235.189631315828
1333.20722394371,234.706267841498
1337.7904255408,234.19349425808
1342.20134345863,233.615548425974
1346.8092192636,233.123629444358
1350.87776190346,232.418092463044
1354.78647439406,231.653364242069
1359.74216563879,231.327223522598
1364.51499598708,230.929821314154
1368.85523142087,230.357581315623
1373.28263511498,229.828312353437
1377.54010682869,229.234163521493
1382.51424018002,228.951262569058
1387.30393633565,228.593826983489
1391.84343871318,228.133887433565
1396.27975796838,227.632590206588
1400.54494209576,227.06149143963
1405.48889242188,226.789676848334
1410.24798938308,226.443125795776
1415.53971097777,226.333567106833
1419.92289124323,225.826399066035
1424.1353362055,225.248012291721
1428.97787609485,224.95333056185
1433.6371407896,224.582548304334
1438.72197253322,224.405160937422
1443.01157821713,223.874653404891
1447.13210877467,223.273684698035
1451.83611869268,222.941385077336
1456.35969289966,222.532246628903
1460.9213706138,222.145207643586
1465.09202787331,221.582411659551
1469.09620258351,220.948820210406
1473.6419999265,220.568916806516
1478.01096195051,220.123457645666
1482.30867729312,219.649404137601
1486.33548777407,219.057075636006
1490.19955906075,218.39395872211
1495.02846677872,218.187503330727
1499.67257236505,217.896984165635
1504.21457260062,217.56309362537
1508.50148817173,217.115321998822
1512.61815773991,216.593842323907
1517.64032785631,216.501865189043
1522.47178255634,216.321382624302
1527.16461494608,216.079986060154
1531.62854306148,215.734537962416
1535.91687303425,215.309398932643
1540.15758626686,214.864918517472
1544.22875137909,214.344406155529
1548.46438743605,213.908884242613
1552.20094959705,213.240455042159
1555.78200933823,212.50654693512
1560.30934502399,212.230564756246
1564.65904593375,211.87419151496
1568.89765564217,211.468154305086
1572.90501250139,210.958978128472
1576.74931815644,210.376550148024
1581.47350647816,210.223613826059
1586.01438778807,209.984589149042
1590.62339810325,209.781528199143
1594.80570545014,209.374227024692
1598.81983869801,208.888055733549
1603.02336310755,208.499241307648
1607.05807574216,208.031802093021
1611.28506949744,207.662676767725
1614.9860262336,207.043020955053
1618.5324910057,206.354801625798
1622.87609960609,206.059790617637
1627.04694277532,205.686170726223
1631.22562987641,205.320706759414
1635.06055171435,204.791782885343
1638.73730650761,204.19244054269
1643.54610054176,204.152010901685
1648.16887632651,204.022361516244
1652.27335664478,203.642022123643
1656.54969849626,203.356857074211
1660.65538423391,202.990719612448
1664.65739964756,202.579913932089
1668.49670092251,202.094096913033
1672.31861398155,201.606030128636
1675.84246182372,200.977045562334
1679.21756497797,200.282253497524
1683.75229532478,200.163466010098
1688.10920096601,199.959024152954
1691.80157991143,199.43064105184
1695.83249653704,199.076140875721
1699.70024431888,198.645560248171
1703.69344348554,198.281426380366
1707.52464594239,197.842846524037
1711.9313020834,197.692453413818
1715.43114354752,197.098281806127
1718.78346028952,196.437027535869
1722.95152920994,196.184757036388
1726.95279043094,195.853792281894
1731.14580495487,195.622261527307
1734.81759738275,195.13602690913
1738.3371430095,194.578650639967
1742.17619754658,194.186394112847
1745.85828156877,193.721672132857
1750.07282045129,193.525433373909
1753.4346311068,192.909337102392
1756.65356096004,192.232002304888
1760.30760326503,191.776500625895
1763.81048251258,191.250601430781
1767.89815691421,191.020377465559
1771.09051654988,190.354192276545
1774.14550431604,189.629165504391
1777.65985545936,189.140169335493
1781.02770699345,188.584271656931
1785.20029508384,188.434330615089
1788.26028336552,187.738137520418
1791.18738707238,186.98327635474
1794.83795317402,186.598410096692
1798.33863144713,186.142822934124
1802.4928641205,186.01796807944
1805.68347320127,185.41898853972
1808.73792023282,184.760092202831
1812.71099345795,184.565459732
1816.52519142478,184.294690157018
1820.45498594665,184.083920495968
1823.95744059887,183.665842285722
1827.31500036236,183.181208465462
1831.30715106502,183.016940476177
1835.1401747387,182.779040016406
1839.10344588831,182.608455998233
1842.62392659573,182.221619846668
1845.99934344327,181.767438487291
1850.14829953233,181.703070976868
1854.13385215203,181.55860530632
1858.52254260047,181.616779074259
1862.17902769664,181.310193472825
1865.68662509685,180.933048750109
1869.43296158546,180.678817158537
1873.02788695127,180.350652239602
1877.16915257011,180.299737682986
1880.45414756857,179.822381702044
1883.6014260243,179.279841736999
1887.31898529374,179.027884846926
1890.88624856737,178.702918546746
1895.11796233072,178.713840688692
1898.37398550216,178.237554488366
1901.49340757936,177.697403251661
1905.64637254318,177.677892085675
1909.63644701647,177.578089682591
1914.32464382828,177.827618306628
1917.97793155139,177.556723681513
1921.48300232425,177.212837571321
1925.06150472724,176.907986342902
1928.49404767761,176.534851798302
1932.12156225442,176.262253739755
1935.26524984588,175.750774949245
1938.2759945722,175.176804562208
1941.76135022004,174.846337730108
1945.10386762328,174.447365180128
1948.93506640962,174.296637217485
1951.98606150627,173.759945432635
1954.90723475428,173.165843017927
1958.15970773362,172.743266766361
1961.27666075764,172.257549762789
1965.12206752336,172.141483190131
1967.95471473144,171.5233316007
1970.66450364268,170.850258753013
1974.06780253251,170.530952673045
1977.33164381562,170.145568359696
1980.73721602332,169.835117937566
1983.72639350411,169.321781132438
1986.58858657318,168.752699692512
1990.08446849244,168.505566445847
1993.43863733254,168.191999861208
1996.49473063537,167.733430236028
1999.58289706048,167.298077888122
2002.54168928341,166.80321447779
2005.64851930737,166.3892174312
2008.62564995704,165.915127769454
2012.24369565572,165.765988630267
2014.95039739678,165.166035369151
2017.53949133423,164.514988327438
2021.09687786845,164.354362782562
2024.51177527005,164.12540413496
2028.3636460091,164.117344606781
2031.48921166585,163.748066378269
2034.48518675567,163.319746701278
2037.95726311301,163.134147318708
2041.28970021153,162.881385642869
2044.5292414956,162.583659215724
2047.5935286183,162.204346589623
2050.5304245527,161.765035012751
2053.83649596053,161.514990210126
2057.00818398834,161.199803195265
2060.83081713214,161.214454771396
2063.72258330024,160.764443387056
2066.49235259799,160.258300363424
2069.69976222057,159.976588053405
2072.77603827423,159.630214633178
2076.49198145959,159.608734276167
2079.29494703877,159.130948129591
2081.97885658343,158.599306662166
2085.17194923981,158.329356447245
2088.23468919964,157.996049293901
2091.73919494492,157.88847360617
2094.53602778174,157.428089653323
2097.21437509734,156.91357857112
2100.53862495588,156.726540124533
2103.72896972994,156.474968289322
2107.39551745988,156.464818808623
2110.31203557281,156.081301607122
2113.10685062932,155.64112034584
2116.10374375226,155.306636917374
2118.97672434728,154.91344934683
2122.60088122988,154.900954110097
2125.21135878653,154.383013758616
2127.7095425319,153.814074874892
2131.39299848153,153.843802846064
2134.93262574659,153.802535221079
2138.20594464968,153.627466748974
2141.47432725058,153.453697665323
2144.61123836234,153.216864308528
2147.93114804238,153.07237946852
2151.11812780605,152.863895910292
2154.186320675,152.599099575797
2157.11897505321,152.269781712771
2159.93032644653,151.882149635003
2163.39327881014,151.823891765794
2166.71934775666,151.69829730589
2170.19484255898,151.648627446191
2173.2508871849,151.388433998567
2176.18211780718,151.067714215796
2179.57827695607,150.98378130444
2182.83967497154,150.834312642221
2186.10753730857,150.688865829908
2189.10728236522,150.410014706315
2191.98406000735,150.07244446459
2195.55647660168,150.086541641337
2198.98910358979,150.029932218252
2202.09436819441,149.811582356003
2205.26538428336,149.626656132028
2208.30852161592,149.37914997906
2211.65721820495,149.286791527458
2214.87284827053,149.129845650495
2218.02645178112,148.942845013342
2220.98575333493,148.66001486825
2223.82359356238,148.319722964736
2227.3012639115,148.302356396825
2230.64225070362,148.216339140363
2233.37270046887,147.826747687461
2236.46650244185,147.621875263694
2239.43506676399,147.355164281845
2242.39766156374,147.088253548204
2245.23897027721,146.763810947068
2247.75960951805,146.281689493438
2250.37518750503,145.851020336209
2252.87993741581,145.371451103028
2255.44338817012,144.924625856335
2257.89774388039,144.428895382419
2260.77484021369,144.149933507046
2263.00527081458,143.549503665681
2265.13671112831,142.907617002104
2268.22443792357,142.749664892002
2271.18806465688,142.532039707027
2274.06687945172,142.273887367243
2276.79228999576,141.943731549217
2279.40449651178,141.560485716496
2282.63837077277,141.492907499013
2285.74415076746,141.363963158607
2288.69165994107,141.157031781066
2291.55364406077,140.910539688571
2294.29867654935,140.609687518824
2296.81013346603,140.194438462658
2299.21513922935,139.730157452153
2302.37527663199,139.648719912792
2304.5515916182,139.077109413383
2306.63159094876,138.462739772537
2309.49696750477,138.249381393392
2312.24589548106,137.980216214312
2315.2947805734,137.862830533743
2317.80895335565,137.480336050203
2320.21719740114,137.049244721517
2322.98353042008,136.801807558117
2325.63664298725,136.50146038979
2329.40991954736,136.764244918473
2331.81033620494,136.338657311657
2334.10845602418,135.867128574949
2336.90967888284,135.653368722616
2339.59696013686,135.384329546689
2342.74866803788,135.349379945405
2345.20116477081,134.966150029556
2347.55013640141,134.534566988902
2350.5313908945,134.423956623185
2353.39362676763,134.2566223729
2356.65796966283,134.291911229876
2359.27744847207,134.005056720463
2361.78870671794,133.666601599157
2365.0638200771,133.713435820597
2368.21141803989,133.69631062719
2370.84739283106,133.423773486574
2373.76265383622,133.292547941683
2376.56108725167,133.105109679702
2378.87023649277,132.674348354333
2381.08056743637,132.198185527601
2384.10921219889,132.136625158811
2386.10379195983,131.558649099542
2388.00905856629,130.941036285621
2391.36364443088,131.054686510665
2394.588882301,131.102880478757
2397.25348704506,130.870345346303
2400.2442442887,130.804155482853
2403.11646315725,130.67880860382
2406.03532372041,130.579303180605
2408.83782469417,130.42249956193
2411.39543808543,130.145285733316
2413.97943070155,129.882916476652
2416.45706409725,129.569617836603
2419.53058175933,129.55744935706
2422.48335392772,129.483842520908
2424.6497790842,129.019103306
2427.39148427981,128.846703675183
2430.02237516441,128.620257330417
2432.30308457622,128.221079752682
2434.48669737815,127.776571175881
2437.37573217083,127.690496349235
2439.35025196947,127.14730887821
2441.23691344042,126.566465990412
2444.81653449022,126.836580656072
2448.26099000346,127.03707160117
2450.82282653094,126.794482765549
2454.03096789223,126.876345676298
2457.11489183917,126.895208333499
2459.53936673699,126.583733004634
2461.86279319541,126.224858912335
2464.75777606728,126.154725343837
2466.86834592136,125.692090466531
2468.88727078416,125.187863312631
2471.75909875128,125.115086532445
2474.51692442939,124.985254900507
2476.93551550362,124.68724638156
2479.4821535276,124.456630742531
2481.92450684585,124.17524781504
2484.17658107181,123.800239680139
2486.3331457346,123.384210830809
2488.97930088623,123.215953668642
2490.93632408961,122.705665235821
2492.80680707869,122.157751616203
